48.8606,2.337448,Louvre Museum
38.743555,-109.499340,Delicate Arch
8.01142,98.837626,Railay Beach
50.957397,-171.707045,Revelstoke Ski Area
48.137681,11.579942,Hofbrauhaus Munchen
